Date,HorizonDays,SeriesKey,Product,Country,ProductCategory,Warehouse,SupplierLane,ABCClass,XYZClass,ABCXYZMatrix,FastMovingItem,SlowMovingItem,DeadStockCandidate,SeasonalProduct,CriticalProduct,HighValueItem,LowValueItem,CurrentStock,EstimatedStock,ForecastDemand,ForecastRevenue,Lower95Demand,Upper95Demand,DailyDemand,WeeklyDemand,MonthlyDemand,AnnualDemand,LeadTime,SupplierLeadTime,HoldingCost,OrderingCost,InventoryCarryingCost,StockValue,SafetyStock,ReorderPoint,ReorderQuantity,EconomicOrderQuantity,InventoryTurnover,DaysOfInventory,ServiceLevel,StockCoverageDays,DemandVariability,LeadTimeVariability,DemandBufferUnits,OptimizedLeadTime,WarehouseAllocationScore,StockoutRiskScore,OverstockRiskScore,DemandSpikeRiskScore,SupplierDelayRiskScore,InventoryAgeRiskScore,StockoutRiskLevel,OverstockRiskLevel,DemandSpikeRiskLevel,SupplierDelayRiskLevel,InventoryAgeRiskLevel,InventoryRiskScore,InventoryRiskLevel,InventoryHealthScore,StockoutCost,TotalInventoryCost,OptimizedInventoryCost,InventorySavings,PotentialRevenueLoss,ExpectedProfitImprovement,UnmetDemandUnits,InboundReceiptUnits,PendingInboundUnits,ReorderToday,HighRiskFlag,PredictedHighRiskProbability,PredictedHighRiskFlag
2010-12-10,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,17401.450707143827,17177.46547429717,223.98523284665885,354.6627580841074,0.0,961.4855415767262,307.2,741.0,9216.0,112128.0,6.0,10.0,10.656104181087102,0.0,10.79505424795293,17679.445573167235,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,56.645347353983816,0.9236783228473672,55.91622875747777,389.9167692130979,3.973150791122216,737.5003087300673,8.808054762663335,56.920586230862455,0.0,24.25828612772836,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,31.842590206781068,Low,100.0,0.0,10.656104181087102,10.016737930221876,0.6393662508652262,0.0,0.6393662508652262,0.0,0.0,0.0,False,0,0.0,0
2010-12-17,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,9354.048678285219,9049.424894394326,304.6237838908922,55.93127164156899,0.0,2049.7113025942654,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.6509611017361158,0.0,0.6728739013107579,1080.003646062192,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,62.471384761477424,0.9266683519065074,60.436942749739494,879.1008133314402,15.477774042711047,1745.0875187033732,7.0,51.52745673995997,0.0,34.3043172216433,100.0,100.0,18.524331299687393,Low,Low,Critical,Critical,Low,42.39938291873026,Medium,98.59246452139229,0.0,0.6509611017361158,0.6119034356319488,0.039057666104166944,0.0,0.039057666104166944,0.0,0.0,0.0,False,0,0.0,0
2010-12-18,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,9049.424894394326,8785.018543405471,264.4063509888551,48.54704137681695,0.0,2009.4938696922284,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.6319413019638287,0.0,0.6509611017361158,1048.448069167261,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,60.436942749739494,0.9266683519065074,58.67109445729389,879.1008133314402,15.477774042711047,1745.0875187033732,7.0,53.64099036700063,0.0,30.380209905097523,100.0,100.0,18.0,Low,Low,Critical,Critical,Low,41.48364617912145,Medium,99.25179497391065,0.0,0.6319413019638287,0.594024823845999,0.03791647811782972,0.0,0.03791647811782972,0.0,0.0,0.0,False,0,0.0,0
2010-12-19,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,8785.018543405471,8488.444712316568,296.57383108890224,54.453238340560645,0.0,2041.6613497922756,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.6106075674906773,0.0,0.6319413019638287,1013.0534642458965,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,58.67109445729389,0.9266683519065074,56.690414374331496,879.1008133314402,15.477774042711047,1745.0875187033735,7.0,56.02525434463452,0.0,25.97869860962553,100.0,100.0,18.0,Low,Low,Critical,Critical,Low,40.51531369411761,Medium,99.9489943631134,0.0,0.6106075674906773,0.5739711134412366,0.036636454049440714,0.0,0.036636454049440714,0.0,0.0,0.0,False,0,0.0,0
2010-12-20,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,8488.444712316568,8204.428799391115,284.0159129254536,52.147507897976375,0.0,2029.103431628827,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.5901771739854428,0.0,0.6106075674906773,979.1575841122119,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,56.690414374331496,0.9266683519065074,54.79360284544378,879.1008133314402,15.477774042711047,1745.0875187033732,7.0,58.30093410881623,0.0,21.763561878763948,100.0,100.0,18.0,Low,Low,Critical,Critical,Low,39.58798361332806,Medium,100.0,0.0,0.5901771739854428,0.5547665435463162,0.03541063043912662,0.0,0.03541063043912662,0.0,0.0,0.0,False,0,0.0,0
2010-12-21,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,8204.428799391115,7928.598676028238,275.83012336287675,50.64453392208621,0.0,2020.91764206625,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.5703356168598036,0.0,0.5901771739854428,946.2386370628559,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,54.79360284544378,0.9266683519065074,52.951460436519845,879.1008133314402,15.477774042711047,1745.0875187033732,7.0,60.51176942290127,0.0,17.669912081155204,100.0,100.0,18.0,Low,Low,Critical,Critical,Low,38.68738065785414,Medium,100.0,0.0,0.5703356168598036,0.5361154798482154,0.034220137011588214,0.0,0.034220137011588214,0.0,0.0,0.0,False,0,0.0,0
2010-12-22,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,7928.598676028238,7640.080445201178,288.51823082705994,52.97416812245064,0.0,2033.605749530433,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.5495813537323777,0.0,0.5703356168598036,911.805427783263,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,52.951460436519845,0.9266683519065074,51.0245799991174,879.1008133314402,15.477774042711047,1745.087518703373,7.0,62.82860210676051,0.0,13.38795555359421,100.0,100.0,18.0,Low,Low,Critical,Critical,Low,37.74535022179072,Medium,100.0,0.0,0.5495813537323777,0.516606472508435,0.032974881223942654,0.0,0.032974881223942654,0.0,0.0,0.0,False,0,0.0,0
2010-12-23,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,7640.080445201178,7213.595624609217,426.4848205919607,78.30589603626798,0.0,2171.572339295334,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.5189026054222782,0.0,0.5495813537323777,860.9065953596888,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,51.0245799991174,0.9266683519065074,48.17628422490573,879.1008133314402,15.477774042711047,1745.0875187033735,7.0,66.27941641197974,0.0,7.05840938867939,100.0,100.0,18.0,Low,Low,Critical,Critical,Low,36.352850065509465,Medium,100.0,0.0,0.5189026054222782,0.48776844909694145,0.031134156325336726,0.0,0.031134156325336726,0.0,0.0,0.0,False,0,0.0,0
2010-12-24,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,7213.595624609217,6902.277820918092,311.3178036911248,57.16034520581489,0.0,2056.405322394498,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.49650827839643835,0.0,0.5189026054222782,823.7523709759091,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,48.17628422490573,0.9266683519065074,46.09713593667471,879.1008133314402,15.477774042711047,1745.087518703373,7.0,68.75282708015826,0.0,2.438079859277121,100.0,100.0,18.0,Low,Low,Critical,Critical,Low,35.33637756904096,Medium,100.0,0.0,0.49650827839643835,0.46671778169265205,0.029790496703786307,0.0,0.029790496703786307,0.0,0.0,0.0,False,0,0.0,0
2010-12-25,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,6902.277820918092,6631.177450129005,271.10037078908766,49.77611494106284,0.0,2016.187889492461,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.47700695117295344,147.69427302626127,0.49650827839643835,791.3978962642183,5253.086847712101,6750.420181045434,4017.9312767343135,4017.9312767343135,4.774141177697821,46.09713593667471,0.9266683519065074,44.28658136773601,879.1008133314402,15.477774042711047,1745.0875187033732,7.0,70.91899880458305,1.7664490167775375,0.0,100.0,100.0,18.0,Low,Low,Critical,Critical,Low,35.41825715587213,Medium,100.0,0.0,148.17127997743424,130.39072638014213,17.780553597292112,0.0,17.780553597292112,0.0,0.0,4017.9312767343135,True,0,0.0,0
2010-12-26,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,6631.177450129005,6327.90959923987,303.2678508891348,55.68231190480654,0.0,2048.355369592508,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.4551916892486046,147.69427302626127,0.47700695117295344,755.204393526094,5253.086847712101,6750.420181045434,4017.9312767343135,4017.9312767343135,4.774141177697821,44.28658136773601,0.9266683519065074,42.261195008280524,879.1008133314402,15.477774042711047,1745.087518703373,7.0,73.36029743598998,6.259026408340265,0.0,100.0,100.0,18.0,Low,Low,Critical,Critical,Low,36.990659242919094,Medium,100.0,0.0,148.14946471550988,130.3715289496487,17.777935765861173,0.0,17.777935765861173,0.0,0.0,8035.862553468627,True,0,0.0,0
2010-12-27,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,6327.90959923987,6037.199666514183,290.70993272568614,53.37658146222227,0.0,2035.7974514290595,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.4342797682921723,147.69427302626127,0.4551916892486046,720.5096155756495,5253.086847712101,6750.420181045434,4017.9312767343135,4017.9312767343135,4.774141177697821,42.261195008280524,0.9266683519065074,40.31967720289971,879.1008133314402,15.477774042711047,1745.0875187033735,7.0,75.69046906245231,10.565572148144337,0.0,100.0,100.0,18.0,Low,Low,Critical,Critical,Low,38.49795025185051,Medium,100.0,0.0,148.12855279455346,130.35312645920703,17.775426335346424,0.0,17.775426335346424,0.0,0.0,12053.79383020294,True,0,0.0,0
2010-12-28,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,6037.199666514183,5754.675523351074,282.52414316310933,51.8736074863321,0.0,2027.6116618664823,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.4139566837153353,147.69427302626127,0.4342797682921723,686.7917707095336,5253.086847712101,6750.420181045434,4017.9312767343135,4017.9312767343135,4.774141177697821,40.31967720289971,0.9266683519065074,38.43282851748269,879.1008133314402,15.477774042711047,1745.087518703373,7.0,77.95613610669598,14.750854479996974,0.0,100.0,100.0,18.0,Low,Low,Critical,Critical,Low,39.96279906799894,Medium,100.0,0.0,148.1082297099766,130.33524214477941,17.772987565197184,0.0,17.772987565197184,0.0,0.0,16071.725106937254,True,0,0.0,0
2010-12-29,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,5754.675523351074,5459.463272723781,295.2122506272925,54.203241686696536,0.0,2040.2997693306656,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.39272089313671177,147.69427302626127,0.4139566837153353,651.5596636131809,5253.086847712101,6750.420181045434,4017.9312767343135,4017.9312767343135,4.774141177697821,38.43282851748269,0.9266683519065074,36.46124180358714,879.1008133314402,15.477774042711047,1745.087518703373,7.0,80.32969982536747,19.124097073935374,0.0,100.0,100.0,18.0,Low,Low,Critical,Critical,Low,41.49343397587738,Medium,99.24474776024638,0.0,148.08699391939797,130.3165546490702,17.770439270327756,0.0,17.770439270327756,0.0,0.0,20089.65638367157,True,0,0.0,0
2010-12-30,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,5459.463272723781,5026.284432331588,433.1788403921933,79.53496960051388,0.0,2178.2663590955663,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.3615606173754144,147.69427302626127,0.39272089313671177,599.8619333728467,5253.086847712101,6750.420181045434,4017.9312767343135,4017.9312767343135,4.774141177697821,36.46124180358714,0.9266683519065074,33.56823975288238,879.1008133314402,15.477774042711047,1745.087518703373,7.0,83.85070108935437,25.541161919891493,0.0,100.0,100.0,18.0,Low,Low,Critical,Critical,Low,43.739406671962016,Medium,97.62764741906543,0.0,148.05583364363667,130.28913360640027,17.766700037236404,0.0,17.766700037236404,0.0,0.0,24107.58766040588,True,0,0.0,0
2010-12-31,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,5026.284432331588,4708.2726088402305,318.01182349135735,58.38941877006079,0.0,2063.0993421947305,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.338684762898377,147.69427302626127,0.3615606173754144,561.9088111723073,5253.086847712101,6750.420181045434,4017.9312767343135,4017.9312767343135,4.774141177697821,33.56823975288238,0.9266683519065074,31.444385188158265,879.1008133314402,15.477774042711047,1745.0875187033732,7.0,86.3706503977695,30.25215493902688,0.0,100.0,100.0,18.0,Low,Low,Critical,Critical,Low,45.388254228659406,Medium,96.44047717824333,0.0,148.03295778915964,130.2690028544605,17.763954934699143,0.0,17.763954934699143,0.0,0.0,28125.518937140194,True,0,0.0,0
2011-01-01,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,4708.2726088402305,4430.478218250911,277.7943905893202,51.00518850530873,0.0,2022.8819092926933,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.31870190822369443,147.69427302626127,0.338684762898377,528.7554386438567,5253.086847712101,6750.420181045434,4017.9312767343135,4017.9312767343135,4.774141177697821,31.444385188158265,0.9266683519065074,29.589124342726475,879.1008133314402,15.477774042711047,1745.087518703373,7.0,88.58951351001224,34.36737122392336,0.0,100.0,100.0,18.0,Low,Low,Critical,Critical,Low,46.82857992837317,Medium,95.4034426744494,0.0,148.01297493448496,130.25141794234676,17.761556992138196,0.0,17.761556992138196,0.0,0.0,32143.45021387451,True,0,0.0,0
2011-01-02,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,4430.478218250911,4120.516347561544,309.9618706893674,56.91138546905243,0.0,2055.0493893927405,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.29640511884814785,147.69427302626127,0.31870190822369443,491.76303808897256,5253.086847712101,6750.420181045434,4296.793916209605,4017.9312767343135,4.774141177697821,29.589124342726475,0.9266683519065074,27.5190317067779,879.1008133314402,15.477774042711047,1745.087518703373,7.0,91.09289123825253,38.959113106298496,0.0,100.0,100.0,18.0,Medium,Low,Critical,Critical,Low,48.43568958720447,Medium,94.24632372009086,0.0,147.99067814510943,130.2317967676963,17.758881377413132,0.0,17.758881377413132,0.0,0.0,36440.24413008412,True,0,0.0,0
2011-01-03,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,4120.516347561544,3823.112395035625,297.4039525259187,54.60565502646816,0.0,2042.491471229292,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.2750116704405179,147.69427302626127,0.29640511884814785,456.2693623217683,5253.086847712101,6750.420181045434,4592.836288273915,4017.9312767343135,4.774141177697821,27.5190317067779,0.9266683519065074,25.532807624904,879.1008133314402,15.477774042711047,1745.0875187033735,7.0,93.48030939865636,43.36482333691499,0.0,100.0,100.0,18.0,Medium,Low,Critical,Critical,Low,49.97768816792024,Medium,93.13608474197551,0.0,147.96928469670178,130.21297053309758,17.756314163604202,0.0,17.756314163604202,0.0,0.0,41033.080418358026,True,0,0.0,0
2011-01-04,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,7841.043671769939,7551.825508806596,289.2181629633419,53.10268105057799,0.0,2034.3056816667151,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.5432328253673702,0.0,0.5640374373954048,901.2726420867732,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,52.36672087112604,0.9266683519065074,50.43516590921592,879.1008133314402,15.477774042711047,1745.0875187033732,7.0,63.53672057272613,0.0,12.078146464924254,100.0,100.0,18.0,Low,Low,Critical,Critical,Low,37.45719222228333,Medium,100.0,0.0,0.5432328253673702,0.510638855845328,0.03259396952204219,0.0,0.03259396952204219,0.0,4017.9312767343135,37015.14914162371,False,0,0.0,0
2011-01-05,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,11569.75678554091,11267.850515113385,301.9062704275251,55.43231525094243,0.0,2046.9937891308984,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,0.8105412742924358,0.0,0.8322585923222572,1344.7616596215412,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,77.26907915543796,0.9266683519065074,75.25278616504933,879.1008133314402,15.477774042711047,1745.0875187033735,7.0,33.73787752377058,0.0,67.43064263214906,100.0,100.0,36.3033433980592,Low,High,Critical,Critical,Medium,51.465075718878715,Medium,92.06516570528541,0.0,0.8105412742924358,0.7619087978348896,0.0486324764575462,0.0,0.0486324764575462,0.0,4017.9312767343135,32997.217864889404,False,0,0.0,0
2011-01-06,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,15285.781791847698,14845.908931655273,439.8728601924258,80.76404316475977,0.0,2184.9603788957997,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,1.0679252380348279,0.0,1.0995670412473226,1771.7850540123281,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,102.08669941127137,0.9266683519065074,99.14899108407351,879.1008133314402,15.477774042711047,1745.087518703374,7.0,5.066794130906671,0.0,100.0,100.0,100.0,64.97878930088822,Low,Critical,Critical,Critical,High,61.497878930088824,High,84.84154739321414,0.0,1.0679252380348279,1.0038497237527382,0.06407551428208969,0.0,0.06407551428208969,0.0,4017.9312767343135,28979.28658815509,False,1,1.0,1
2011-01-07,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,18863.840208389585,18539.134365097994,324.70584329159,59.61849233430668,0.0,2069.793361994963,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,1.3335936230614795,0.0,1.3569510049897147,2212.553056442909,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,125.98290433029555,0.9266683519065074,123.81434348907834,879.1008133314402,15.477774042711047,1745.087518703373,7.0,0.0,0.0,100.0,100.0,100.0,94.577212186894,Low,Critical,Critical,Critical,Critical,64.4577212186894,High,82.32902659651388,0.0,1.3335936230614795,1.2535780056777908,0.08001561738368879,0.0,0.08001561738368879,0.0,4017.9312767343135,24961.355311420775,False,1,1.0,1
2011-01-08,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,22557.06564183231,22272.577231442756,284.4884103895528,52.234262069554624,0.0,2029.575929092926,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,1.602155007890486,0.0,1.6226193900163668,2658.120808545579,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,150.64825673530038,0.9266683519065074,148.7482896133755,879.1008133314402,15.477774042711047,1745.087518703373,7.0,0.0,0.0,100.0,100.0,100.0,100.0,Low,Critical,Critical,Critical,Critical,65.0,High,79.44519126154054,0.0,1.602155007890486,1.5060257074170569,0.09612930047342916,0.0,0.09612930047342916,0.0,4017.9312767343135,20943.42403468646,False,1,1.0,1
2011-01-09,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,26290.50850817707,25973.85261768747,316.6558904896,58.14045903329833,0.0,2061.743409192973,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,1.868402458018629,0.0,1.8911807748453733,3099.849532621816,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,175.58220285959754,0.9266683519065074,173.46740394715587,879.1008133314402,15.477774042711047,1745.087518703373,7.0,0.0,0.0,100.0,100.0,100.0,100.0,Low,Critical,Critical,Critical,Critical,65.0,High,76.97327982816252,0.0,1.868402458018629,1.7562983105375112,0.11210414748111774,0.0,0.11210414748111774,0.0,4017.9312767343135,16925.492757952146,False,1,1.0,1
2011-01-10,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,29991.783894421784,29687.685922095632,304.0979723261513,55.834728590714064,0.0,2049.1854910295247,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,2.1355532491146882,0.0,2.1574282249735157,3543.0769814857326,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,200.3013171933779,0.9266683519065074,198.27038683501092,879.1008133314402,15.477774042711047,1745.0875187033735,7.0,0.0,0.0,100.0,100.0,100.0,100.0,Low,Critical,Critical,Critical,Critical,65.0,High,74.49298153937701,0.0,2.1355532491146882,2.007420054167807,0.12813319494688136,0.0,0.12813319494688136,0.0,4017.9312767343135,12907.561481217834,False,1,1.0,1
2011-01-11,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,33705.61719882995,33409.70501606637,295.9121827635745,54.331754614823886,0.0,2040.999701466948,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,2.403292876590343,0.0,2.424579016069575,3987.2813634339777,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,225.10430008123296,0.9266683519065074,223.12803884282974,879.1008133314402,15.477774042711047,1745.0875187033735,7.0,0.0,0.0,100.0,100.0,100.0,100.0,Low,Critical,Critical,Critical,Critical,65.0,High,72.00721633859513,0.0,2.403292876590343,2.2590953039949224,0.14419757259542054,0.0,0.14419757259542054,0.0,4017.9312767343135,8889.630204483521,False,1,1.0,1
2011-01-12,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,37706.49893227598,37397.898642048225,308.6002902277577,56.66138881518832,0.0,2053.687808931131,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,2.69017949612727,0.0,2.7123783416082885,4463.252345847516,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,251.824347276999,0.9266683519065074,249.76334801011728,879.1008133314402,15.477774042711047,1745.087518703373,7.0,0.0,0.0,100.0,100.0,100.0,100.0,Low,Critical,Critical,Critical,Critical,65.0,High,69.34368542186637,0.0,2.69017949612727,2.5287687263596337,0.16141076976763635,0.0,0.16141076976763635,0.0,4296.793916209605,4592.836288273915,False,1,1.0,1
2011-01-13,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,41990.73493032214,41544.168050329485,446.5668799926584,81.99311672900566,0.0,2191.6543986960314,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,2.9884371349946255,0.0,3.0205604656583183,4958.088883059265,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,280.4367871570936,0.9266683519065074,277.45437255340266,879.1008133314402,15.477774042711047,1745.087518703373,7.0,0.0,0.0,100.0,100.0,100.0,100.0,Low,Critical,Critical,Critical,Critical,65.0,High,66.57458296753784,0.0,2.9884371349946255,2.8091309068949477,0.17930622809967778,0.0,0.17930622809967778,0.0,4592.836288273915,0.0,False,1,1.0,1
2011-01-14,90,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,SUP-UNI-ACC,C,Z,C-Z,False,True,False,True,False,False,True,41544.168050329485,41212.76818723766,331.3998630918225,60.847565898552574,0.0,2076.487381795196,149.73333333333332,903.0,4492.0,54652.666666666664,5.0,10.0,2.964598225615193,0.0,2.9884371349946255,4918.537965225206,5253.086847712101,6750.420181045434,0.0,4017.9312767343135,4.774141177697821,277.45437255340266,0.9266683519065074,275.24110543569236,879.1008133314402,15.477774042711047,1745.0875187033737,7.0,0.0,0.0,100.0,100.0,100.0,100.0,Low,Critical,Critical,Critical,Critical,65.0,High,66.79590967930886,0.0,2.964598225615193,2.786722332078281,0.1778758935369118,0.0,0.1778758935369118,0.0,0.0,0.0,False,1,1.0,1
