CustomerID,CustomerHealthScore,CustomerHealthScore_Heuristic,HealthBand,CustomerActivityScore,CustomerEngagementScore,RiskCategory
16620,79.12,69.27,Healthy,69.95,52.92,Low
12424,66.57,50.13,Healthy,54.5,35.89,Low
12549,37.59,52.88,High Risk,54.99,75.39,High
13337,19.46,28.75,Critical,37.07,32.98,Critical
15288,89.88,86.29,VIP,84.23,68.51,Low
13889,82.62,74.85,VIP,74.46,62.34,Low
17921,85.19,78.73,VIP,77.6,73.12,Low
14235,34.75,52.05,High Risk,54.85,63.69,High
13198,73.12,59.7,Healthy,62.84,44.05,Low
17720,90.07,86.29,VIP,84.0,71.84,Low
15985,73.44,60.38,Healthy,61.77,63.93,Low
15885,87.28,81.73,VIP,79.53,81.96,Low
14136,78.16,68.57,Healthy,68.94,60.31,Low
14180,89.72,86.08,VIP,83.53,78.4,Low
14608,85.98,80.31,VIP,78.75,62.57,Low
15681,87.64,82.42,VIP,80.32,81.58,Low
16012,69.42,54.98,Healthy,58.68,35.69,Low
14854,78.7,68.78,Healthy,69.46,55.83,Low
12629,73.49,60.55,Healthy,63.55,38.84,Low
15752,81.42,73.28,VIP,73.91,54.35,Low
15811,79.9,70.99,Healthy,72.67,46.7,Low
17758,72.66,59.41,Healthy,61.24,62.48,Low
14449,86.37,80.31,VIP,79.17,71.27,Low
16515,83.9,76.66,VIP,75.97,66.82,Low
13360,72.02,58.36,Healthy,60.31,54.64,Low
15747,86.3,80.32,VIP,78.92,67.25,Low
13377,70.48,56.19,Healthy,59.7,32.31,Low
17851,76.28,65.24,Healthy,65.71,66.25,Low
14186,75.03,62.23,Healthy,63.32,62.27,Low
13501,27.94,42.18,High Risk,47.43,39.72,Critical
13783,34.98,52.49,High Risk,55.15,55.28,High
14640,75.35,63.49,Healthy,64.77,56.43,Low
13711,79.55,70.76,Healthy,70.32,71.44,Low
15834,80.04,70.69,VIP,71.58,57.25,Low
12924,82.91,75.63,VIP,74.41,72.92,Low
15798,32.14,48.01,High Risk,51.74,47.25,High
12916,68.4,52.32,Healthy,55.5,45.33,Low
14695,30.24,46.62,High Risk,50.51,46.3,High
12798,60.22,39.89,Healthy,46.68,32.98,Medium
14410,75.61,64.47,Healthy,66.89,42.45,Low
16529,32.81,48.85,High Risk,52.45,56.9,High
16134,70.75,55.84,Healthy,58.56,51.67,Low
13632,74.98,63.2,Healthy,65.0,46.13,Low
15434,86.51,80.87,VIP,79.32,64.97,Low
12926,74.35,62.83,Healthy,64.14,53.47,Low
16124,71.46,57.05,Healthy,59.6,44.25,Low
13211,84.78,78.85,VIP,77.34,70.47,Low
15422,83.76,76.54,VIP,75.77,61.47,Low
14967,72.84,59.45,Healthy,60.81,59.46,Low
15841,81.41,73.19,VIP,72.83,61.43,Low
14533,75.72,63.97,Healthy,65.12,59.05,Low
15803,67.3,51.73,Healthy,54.92,45.71,Low
17610,34.84,52.47,High Risk,54.68,65.22,High
12676,77.13,66.57,Healthy,67.01,69.0,Low
14870,76.65,65.35,Healthy,65.95,62.08,Low
12598,33.09,49.93,High Risk,53.33,50.06,High
14038,70.11,55.69,Healthy,59.14,32.17,Low
13874,37.62,56.25,High Risk,57.73,71.7,High
17594,63.84,45.07,Healthy,49.84,37.85,Medium
17262,90.12,86.79,VIP,84.24,68.47,Low
14915,88.39,83.89,VIP,81.43,75.26,Low
14408,35.78,53.48,High Risk,55.89,54.92,High
14802,64.11,46.38,Healthy,50.97,50.22,Medium
13819,27.26,39.33,High Risk,44.02,55.61,Critical
17353,28.08,41.78,High Risk,46.94,39.09,Critical
15860,90.94,88.21,VIP,85.1,78.03,Low
15590,82.33,74.57,VIP,73.97,63.81,Low
13280,81.45,73.59,VIP,73.47,54.78,Low
15173,85.52,79.36,VIP,77.69,73.3,Low
18219,89.92,86.62,VIP,83.89,71.14,Low
14256,32.08,47.95,High Risk,51.53,46.66,High
16314,76.57,64.75,Healthy,66.23,54.42,Low
13042,29.12,42.17,High Risk,46.47,50.43,Critical
16265,77.25,66.03,Healthy,67.35,58.82,Low
17147,72.28,57.87,Healthy,59.32,63.0,Low
16960,80.08,71.37,VIP,71.13,62.56,Low
13871,72.58,58.9,Healthy,60.57,54.06,Low
12826,89.67,85.96,VIP,83.63,65.15,Low
18230,74.91,63.8,Healthy,66.15,28.25,Low
14312,84.03,77.04,VIP,76.07,68.51,Low
17396,88.94,84.22,VIP,81.9,74.36,Low
13652,82.15,74.67,VIP,74.87,44.58,Low
15678,70.47,56.35,Healthy,59.61,35.75,Low
17414,72.9,59.83,Healthy,61.36,50.79,Low
12582,66.23,49.74,Healthy,53.83,34.23,Low
15167,75.58,63.81,Healthy,64.83,54.73,Low
13110,73.11,59.75,Healthy,60.92,61.07,Low
14129,76.75,65.67,Healthy,66.45,55.6,Low
18268,33.24,49.59,High Risk,52.02,66.0,High
17050,84.54,78.03,VIP,76.9,58.91,Low
14682,72.25,58.84,Healthy,60.46,57.36,Low
15030,84.1,77.63,VIP,76.29,66.53,Low
15081,90.62,87.14,VIP,84.25,78.66,Low
16917,16.59,23.99,Critical,32.55,32.98,Critical
15563,31.27,46.51,High Risk,50.18,48.38,High
17180,77.4,66.54,Healthy,66.37,72.35,Low
12408,77.25,66.38,Healthy,67.56,52.04,Low
13650,83.32,75.77,VIP,75.25,53.61,Low
13361,28.43,42.82,High Risk,47.71,34.71,Critical
15876,68.99,52.8,Healthy,56.44,48.6,Low
17534,70.46,54.99,Healthy,57.05,57.28,Low
14850,76.99,66.12,Healthy,66.18,72.33,Low
14014,75.26,64.17,Healthy,66.38,33.0,Low
14233,32.96,49.48,High Risk,52.74,47.77,High
15704,27.9,40.87,High Risk,45.98,39.95,Critical
12644,69.27,54.08,Healthy,56.76,44.92,Low
15325,81.32,73.08,VIP,72.05,72.32,Low
17597,73.67,60.95,Healthy,62.24,59.19,Low
13543,23.25,34.16,High Risk,40.09,43.34,Critical
16088,25.73,37.15,High Risk,42.7,40.92,Critical
12805,80.87,72.08,VIP,71.97,51.26,Low
15793,83.69,76.89,VIP,75.81,51.38,Low
12389,73.06,60.46,Healthy,62.31,45.08,Low
15910,80.49,71.72,VIP,70.83,70.61,Low
15572,78.31,68.48,Healthy,69.33,45.92,Low
16233,89.94,86.53,VIP,83.78,68.15,Low
14309,67.7,51.82,Healthy,55.51,35.22,Low
16520,86.07,80.92,VIP,79.67,54.34,Low
17029,82.43,74.33,VIP,73.54,61.72,Low
18044,84.36,77.27,VIP,75.51,78.59,Low
14644,76.17,64.76,Healthy,65.16,58.59,Low
17388,77.41,67.05,Healthy,66.71,68.56,Low
13895,27.37,40.13,High Risk,45.25,32.72,Critical
17694,27.27,40.41,High Risk,45.5,43.49,Critical
14217,90.03,86.49,VIP,83.71,75.94,Low
14000,74.14,61.88,Healthy,62.98,53.28,Low
16854,66.99,50.77,Healthy,54.55,32.66,Low
12378,18.87,27.3,Critical,35.3,32.98,Critical
12877,81.1,72.54,VIP,71.33,74.31,Low
13888,77.27,66.97,Healthy,67.06,66.3,Low
15611,86.89,81.55,VIP,78.85,81.93,Low
12726,79.2,69.51,Healthy,69.63,49.45,Low
14909,68.41,52.5,Healthy,55.26,45.85,Low
12765,38.37,57.89,High Risk,58.85,71.66,High
14404,89.37,85.69,VIP,82.81,73.95,Low
16461,24.89,36.23,High Risk,41.8,43.06,Critical
17075,75.27,63.23,Healthy,63.51,63.49,Low
17351,77.91,67.45,Healthy,66.73,77.4,Low
13764,29.44,43.39,High Risk,47.27,55.19,High
15658,83.92,76.91,VIP,76.08,52.67,Low
15782,59.05,37.39,Moderate,44.08,32.98,Medium
13813,33.54,49.87,High Risk,52.41,57.03,High
16650,76.7,65.33,Healthy,65.32,75.44,Low
16595,82.18,74.36,VIP,73.83,53.44,Low
14875,57.12,35.43,Moderate,42.35,32.98,Medium
16129,72.73,59.35,Healthy,61.21,52.99,Low
17603,28.08,41.18,High Risk,45.3,52.04,Critical
13647,34.12,51.51,High Risk,53.81,59.77,High
16108,68.57,53.13,Healthy,55.75,43.31,Low
13246,79.96,70.25,Healthy,69.85,68.19,Low
16755,35.64,53.36,High Risk,55.43,54.88,High
15326,30.89,45.61,High Risk,48.64,61.3,High
15141,40.42,60.65,Moderate,60.99,71.56,High
15732,89.17,85.43,VIP,82.4,76.04,Low
14987,89.97,87.22,VIP,84.22,64.82,Low
16167,76.23,64.6,Healthy,64.88,61.83,Low
15384,73.88,61.49,Healthy,63.81,32.86,Low
14758,74.31,61.77,Healthy,63.28,48.95,Low
15751,41.99,63.73,Moderate,63.24,81.57,High
13074,33.97,50.62,High Risk,52.99,60.03,High
17676,87.5,82.71,VIP,80.71,64.05,Low
14130,79.92,70.65,Healthy,71.03,43.83,Low
15392,80.3,71.28,VIP,71.58,56.58,Low
14152,80.95,72.22,VIP,71.51,63.36,Low
15580,87.11,81.97,VIP,79.44,75.52,Low
14285,33.43,50.42,High Risk,52.79,56.51,High
18242,70.55,55.38,Healthy,57.13,57.09,Low
14651,81.49,73.28,VIP,71.98,72.24,Low
14316,75.33,62.59,Healthy,63.07,59.94,Low
12412,73.33,60.19,Healthy,61.85,46.52,Low
15795,75.82,64.44,Healthy,64.23,72.51,Low
12533,23.1,34.19,High Risk,39.86,37.05,Critical
17018,78.96,69.32,Healthy,69.3,54.85,Low
16300,68.88,53.77,Healthy,56.21,45.26,Low
14035,74.89,63.63,Healthy,64.31,50.7,Low
17071,80.61,71.78,VIP,71.44,53.78,Low
13477,37.95,57.19,High Risk,58.32,63.67,High
17432,83.5,76.67,VIP,74.9,69.73,Low
17728,69.07,53.5,Healthy,56.73,43.76,Low
15252,70.44,55.77,Healthy,57.94,47.15,Low
16281,65.84,49.0,Healthy,52.79,32.28,Low
16588,79.37,69.72,Healthy,69.61,61.16,Low
16775,88.2,83.87,VIP,81.38,75.24,Low
16904,89.49,85.48,VIP,82.59,79.29,Low
16085,84.87,78.82,VIP,76.75,70.98,Low
16007,77.29,66.48,Healthy,67.28,48.76,Low
17150,84.91,79.02,VIP,77.12,63.71,Low
16835,85.2,78.86,VIP,77.23,65.09,Low
12721,72.5,59.76,Healthy,62.17,39.42,Low
16218,87.55,82.47,VIP,79.93,75.79,Low
14905,85.95,80.19,VIP,78.13,63.58,Low
17235,87.78,83.14,VIP,80.51,70.93,Low
15649,82.58,74.78,VIP,74.52,58.86,Low
13753,28.52,41.61,High Risk,45.49,50.07,Critical
15370,61.23,41.7,Healthy,47.63,32.98,Medium
12418,71.61,57.64,Healthy,59.51,46.17,Low
13662,84.53,77.81,VIP,75.67,75.57,Low
14301,71.08,56.9,Healthy,58.85,45.14,Low
13655,82.73,75.3,VIP,74.43,56.57,Low
15865,66.98,51.43,Healthy,54.84,32.11,Low
14304,74.62,62.6,Healthy,64.6,33.18,Low
16600,86.94,81.76,VIP,79.26,68.77,Low
12711,23.52,34.85,High Risk,40.31,41.81,Critical
12516,65.19,47.44,Healthy,51.32,33.74,Low
16788,72.52,59.57,Healthy,61.16,44.84,Low
16017,72.95,60.78,Healthy,61.7,54.17,Low
14899,63.11,45.43,Healthy,50.85,32.98,Medium
14745,37.76,57.33,High Risk,57.86,76.79,High
16569,30.59,44.23,High Risk,47.2,66.8,High
16054,70.66,56.28,Healthy,58.27,46.88,Low
14628,67.68,51.51,Healthy,54.09,45.37,Low
16221,89.52,85.35,VIP,82.36,77.4,Low
14956,60.04,39.09,Healthy,45.27,32.98,Medium
13705,85.11,78.74,VIP,77.02,64.16,Low
12347,78.83,68.49,Healthy,69.7,45.21,Low
12960,74.25,61.74,Healthy,62.49,52.59,Low
16625,73.16,59.51,Healthy,60.54,61.84,Low
18276,79.81,70.33,Healthy,69.64,58.23,Low
13748,84.97,78.72,VIP,76.98,59.52,Low
17702,73.22,60.13,Healthy,62.36,47.15,Low
17666,32.01,48.01,High Risk,50.99,59.74,High
14597,81.63,72.88,VIP,72.22,68.77,Low
12840,67.93,52.08,Healthy,54.53,48.18,Low
16551,72.87,59.18,Healthy,60.22,53.78,Low
13946,79.67,69.8,Healthy,70.03,46.48,Low
16296,30.13,44.38,High Risk,47.26,63.36,High
17324,90.76,88.13,VIP,84.46,76.01,Low
13012,69.41,53.77,Healthy,55.99,48.6,Low
13855,33.52,50.85,High Risk,52.91,57.99,High
15272,69.89,54.52,Healthy,56.12,56.68,Low
18272,30.02,44.07,High Risk,47.49,53.28,High
16894,30.77,46.47,High Risk,49.59,58.09,High
13649,87.44,82.37,VIP,80.12,68.27,Low
16833,63.7,45.44,Healthy,49.45,33.32,Medium
16010,87.03,81.65,VIP,78.87,81.86,Low
13276,73.29,61.05,Healthy,62.33,45.26,Low
14710,86.68,81.39,VIP,78.53,75.94,Low
15189,82.7,74.35,VIP,73.08,69.73,Low
16119,80.46,71.33,VIP,70.18,66.82,Low
18286,28.01,41.87,High Risk,46.31,32.32,Critical
13440,76.54,65.58,Healthy,64.94,72.53,Low
14346,69.54,54.41,Healthy,56.49,58.04,Low
15241,68.77,53.44,Healthy,55.65,45.92,Low
15381,70.16,54.9,Healthy,56.92,51.47,Low
14499,82.72,75.09,VIP,74.05,63.36,Low
17894,91.48,89.28,VIP,85.24,82.99,Low
15279,80.77,72.06,VIP,71.4,53.93,Low
17505,29.65,43.85,High Risk,47.23,59.47,High
14679,77.67,67.25,Healthy,67.71,43.88,Low
16608,63.3,43.71,Healthy,47.88,32.89,Medium
12724,77.15,66.18,Healthy,66.76,51.97,Low
17348,70.37,56.13,Healthy,57.44,57.22,Low
15489,77.76,67.46,Healthy,66.99,61.42,Low
15058,83.86,76.71,VIP,75.08,63.25,Low
17190,76.83,66.63,Healthy,66.25,64.54,Low
15889,87.86,83.89,VIP,80.9,69.44,Low
18188,68.28,53.38,Healthy,55.54,47.08,Low
14478,80.14,70.83,VIP,70.27,54.69,Low
13916,35.01,53.18,High Risk,54.83,56.76,High
14490,68.45,52.85,Healthy,55.83,46.7,Low
13443,72.82,59.5,Healthy,59.74,70.26,Low
17478,67.96,52.37,Healthy,55.4,32.62,Low
17582,70.0,54.77,Healthy,56.2,58.42,Low
13196,67.71,51.09,Healthy,53.5,48.04,Low
17228,89.01,85.11,VIP,81.93,73.0,Low
17220,77.33,66.98,Healthy,66.06,72.18,Low
15227,76.46,65.45,Healthy,65.54,55.78,Low
15439,75.12,63.47,Healthy,63.79,57.19,Low
15976,74.43,62.08,Healthy,62.57,60.55,Low
12809,24.99,36.77,High Risk,41.72,39.95,Critical
17635,69.76,54.49,Healthy,56.45,51.09,Low
13239,70.94,56.04,Healthy,57.28,62.36,Low
16096,70.62,56.55,Healthy,58.24,42.16,Low
12599,83.48,76.18,VIP,74.28,70.53,Low
17046,70.14,55.06,Healthy,56.41,55.88,Low
13709,71.68,57.56,Healthy,58.24,62.73,Low
17714,72.34,58.65,Healthy,59.54,63.73,Low
16374,72.68,59.69,Healthy,60.97,47.31,Low
15452,75.26,63.39,Healthy,64.2,51.37,Low
14506,81.05,73.12,VIP,72.72,45.71,Low
14861,86.25,80.48,VIP,77.56,76.11,Low
13531,86.79,82.15,VIP,79.72,59.43,Low
15064,74.21,62.01,Healthy,62.46,53.69,Low
15441,73.62,61.19,Healthy,62.26,44.04,Low
14236,83.65,76.24,VIP,74.9,61.0,Low
15261,77.55,67.08,Healthy,67.41,56.9,Low
14420,73.59,61.17,Healthy,62.23,44.44,Low
14068,27.84,40.99,High Risk,44.57,55.12,Critical
17222,36.4,54.74,High Risk,55.72,64.03,High
16716,16.01,23.2,Critical,31.06,32.98,Critical
12666,63.54,45.52,Healthy,50.58,32.98,Medium
17095,71.73,57.41,Healthy,58.39,53.97,Low
15339,74.19,62.29,Healthy,62.31,64.24,Low
13838,87.91,83.72,VIP,80.6,74.32,Low
15551,80.35,71.07,VIP,69.73,72.16,Low
12635,70.65,56.73,Healthy,59.08,41.99,Low
17529,23.34,34.48,High Risk,39.61,39.28,Critical
13263,77.55,66.7,Healthy,66.5,64.35,Low
17259,86.05,80.71,VIP,78.4,61.62,Low
16174,33.69,51.07,High Risk,52.82,49.66,High
15410,24.77,36.52,High Risk,41.37,45.89,Critical
14006,33.2,49.03,High Risk,51.02,63.49,High
13201,33.24,50.33,High Risk,52.16,60.55,High
12605,82.05,73.62,VIP,72.53,64.15,Low
13740,73.54,60.8,Healthy,61.31,53.3,Low
14868,80.89,71.79,VIP,70.92,66.27,Low
12784,19.14,28.2,Critical,35.37,32.98,Critical
14821,89.25,85.64,VIP,82.22,71.7,Low
13019,84.07,77.33,VIP,75.15,65.25,Low
17342,80.94,72.47,VIP,71.5,55.99,Low
18151,72.59,59.7,Healthy,60.32,58.13,Low
15466,75.07,63.64,Healthy,64.29,43.91,Low
17977,61.97,43.6,Healthy,48.82,32.98,Medium
15764,64.53,46.17,Healthy,49.77,44.35,Medium
15861,35.27,53.57,High Risk,54.94,56.25,High
16946,81.17,72.92,VIP,71.51,64.67,Low
17132,63.02,43.51,Healthy,47.43,45.35,Medium
14430,30.03,45.7,High Risk,48.57,53.48,High
16366,28.04,41.88,High Risk,45.22,49.88,Critical
16768,82.61,74.9,VIP,72.98,64.0,Low
13118,81.91,73.54,VIP,72.39,62.53,Low
16711,80.83,72.42,VIP,71.4,54.66,Low
15390,69.79,54.81,Healthy,57.3,47.53,Low
17870,78.16,68.72,Healthy,69.46,41.01,Low
14621,33.08,49.86,High Risk,51.65,60.74,High
15660,89.71,86.42,VIP,82.84,68.65,Low
15377,80.19,70.51,VIP,69.71,66.58,Low
17768,78.13,68.6,Healthy,68.04,54.81,Low
13151,23.02,33.61,High Risk,38.72,55.9,Critical
18171,34.92,52.36,High Risk,53.82,55.95,High
15990,35.45,53.52,High Risk,54.47,68.46,High
15402,78.42,68.58,Healthy,68.01,50.76,Low
15164,81.0,72.58,VIP,70.9,66.62,Low
16891,87.28,83.05,VIP,79.85,69.36,Low
12742,15.91,23.25,Critical,30.92,32.98,Critical
16817,86.06,80.54,VIP,78.1,71.31,Low
15600,71.76,57.69,Healthy,58.46,56.42,Low
16928,89.63,85.94,VIP,81.84,83.57,Low
13410,76.71,66.51,Healthy,66.17,54.94,Low
17713,79.99,70.45,Healthy,69.61,59.09,Low
16307,68.59,53.24,Healthy,55.07,49.52,Low
16450,24.24,35.45,High Risk,40.28,41.07,Critical
13293,80.52,71.74,VIP,70.12,66.05,Low
14213,61.67,42.4,Healthy,47.64,32.98,Medium
17797,77.93,68.37,Healthy,67.41,61.75,Low
16501,66.28,49.21,Healthy,53.59,32.98,Low
14978,73.1,60.01,Healthy,60.09,66.89,Low
14127,77.77,67.4,Healthy,67.44,57.42,Low
14275,79.74,70.34,Healthy,68.87,70.94,Low
18057,74.56,62.27,Healthy,62.94,44.4,Low
17047,68.2,52.66,Healthy,54.53,44.37,Low
12664,26.36,39.12,High Risk,43.45,26.43,Critical
16235,82.05,73.96,VIP,72.63,65.33,Low
18060,67.32,51.94,Healthy,54.65,34.2,Low
12562,72.23,58.99,Healthy,60.82,43.76,Low
16859,75.18,63.21,Healthy,62.85,63.62,Low
14264,80.91,72.25,VIP,71.12,56.0,Low
15259,32.88,49.61,High Risk,51.3,56.2,High
17021,73.16,59.87,Healthy,59.67,69.28,Low
13526,20.18,29.87,High Risk,35.32,56.59,Critical
13506,84.2,76.93,VIP,75.2,60.91,Low
13797,67.7,51.7,Healthy,53.64,46.42,Low
18025,83.89,77.08,VIP,74.71,68.81,Low
17539,30.03,44.36,High Risk,46.68,62.48,High
14370,72.66,58.74,Healthy,58.66,70.33,Low
15379,62.09,43.36,Healthy,48.39,32.98,Medium
13880,86.29,81.02,VIP,78.39,65.18,Low
15696,73.58,61.37,Healthy,61.2,60.47,Low
14776,78.72,68.41,Healthy,67.71,65.47,Low
16926,85.38,79.27,VIP,76.85,65.16,Low
13382,71.17,57.54,Healthy,58.19,51.07,Low
15111,80.21,71.65,VIP,71.05,46.04,Low
15347,84.92,78.87,VIP,76.84,64.79,Low
16434,70.91,57.11,Healthy,57.44,58.42,Low
12972,73.72,61.0,Healthy,61.2,57.22,Low
15101,32.66,49.33,High Risk,50.99,64.62,High
13459,22.93,33.47,High Risk,38.4,42.84,Critical
14189,77.35,67.11,Healthy,67.83,46.89,Low
17978,85.38,79.71,VIP,77.55,54.57,Low
14400,67.15,51.82,Healthy,54.44,32.66,Low
17127,73.43,60.35,Healthy,60.25,58.95,Low
17025,82.3,75.11,VIP,73.51,54.68,Low
16770,85.09,78.64,VIP,76.25,69.68,Low
16934,78.98,69.75,Healthy,68.82,55.78,Low
17306,70.41,55.92,Healthy,58.01,47.67,Low
14308,24.16,37.1,High Risk,41.54,50.22,Critical
17048,70.36,55.51,Healthy,56.34,55.12,Low
13878,29.74,43.41,High Risk,46.28,56.58,High
17477,23.19,33.93,High Risk,38.76,45.58,Critical
12439,22.71,31.17,High Risk,36.34,48.1,Critical
17908,84.42,77.92,VIP,75.58,59.85,Low
18036,83.63,76.91,VIP,74.09,72.96,Low
17496,28.95,42.52,High Risk,45.48,47.1,Critical
17284,71.1,57.06,Healthy,58.98,42.95,Low
16521,70.2,56.2,Healthy,57.44,48.33,Low
16282,26.86,40.42,High Risk,44.4,36.18,Critical
15586,27.94,41.01,High Risk,44.14,52.36,Critical
15879,74.48,62.87,Healthy,62.74,53.4,Low
16350,84.09,77.23,VIP,74.95,73.01,Low
15253,72.28,58.91,Healthy,59.79,47.44,Low
13523,77.86,68.36,Healthy,68.83,45.48,Low
15426,85.47,79.6,VIP,77.01,64.24,Low
15561,79.08,69.66,Healthy,68.66,54.42,Low
13434,75.91,64.96,Healthy,65.07,41.14,Low
13393,30.6,45.61,High Risk,47.61,62.02,High
14623,81.84,74.18,VIP,72.25,62.03,Low
17622,23.32,34.49,High Risk,39.17,50.22,Critical
16848,78.83,68.95,Healthy,68.55,56.58,Low
17941,28.0,41.16,High Risk,44.22,52.12,Critical
13984,89.76,86.4,VIP,82.32,72.09,Low
14671,25.09,36.98,High Risk,41.33,47.03,Critical
12503,17.06,24.79,Critical,31.96,32.98,Critical
14917,23.44,34.53,High Risk,39.18,56.59,Critical
14692,85.01,78.99,VIP,75.82,76.75,Low
18066,71.75,58.26,Healthy,59.94,39.85,Low
16727,74.31,62.37,Healthy,62.75,44.41,Low
13800,64.09,46.45,Healthy,49.59,32.02,Medium
12388,62.58,43.84,Healthy,47.3,35.26,Medium
14212,56.82,33.49,Moderate,39.54,32.98,Medium
13259,80.64,72.09,VIP,69.76,73.91,Low
15529,77.64,68.27,Healthy,68.67,46.32,Low
16027,40.27,61.52,Moderate,60.39,77.6,High
17642,68.11,52.86,Healthy,54.41,40.72,Low
14489,67.71,51.15,Healthy,52.9,50.67,Low
16369,70.4,55.6,Healthy,56.27,55.94,Low
16702,73.32,60.24,Healthy,60.33,53.42,Low
17289,84.45,77.9,VIP,75.17,68.88,Low
16654,85.82,80.11,VIP,77.35,63.06,Low
15559,17.69,25.58,Critical,32.58,32.98,Critical
15828,68.68,52.88,Healthy,56.46,32.98,Low
13055,57.5,36.29,Moderate,41.94,32.98,Medium
17090,85.22,79.07,VIP,76.18,73.08,Low
13414,31.73,48.18,High Risk,50.27,50.0,High
16040,71.23,56.75,Healthy,57.24,58.31,Low
17137,76.3,64.84,Healthy,63.71,66.66,Low
12803,63.21,45.34,Healthy,49.84,32.98,Medium
17726,80.29,71.55,VIP,69.37,69.27,Low
17888,89.38,85.62,VIP,81.06,86.03,Low
15154,26.36,40.7,High Risk,44.48,56.59,Critical
16223,74.97,63.8,Healthy,64.69,46.89,Low
14708,81.4,73.01,VIP,71.96,50.53,Low
14021,81.89,74.17,VIP,72.46,56.46,Low
16043,80.87,71.86,VIP,70.42,62.86,Low
17227,87.89,83.65,VIP,79.93,71.21,Low
14343,72.21,58.73,Healthy,58.93,54.68,Low
13567,71.29,57.19,Healthy,57.58,62.26,Low
15546,21.99,33.93,High Risk,38.52,50.22,Critical
16239,79.59,69.94,Healthy,68.73,57.89,Low
17002,69.02,54.42,Healthy,55.14,57.43,Low
17366,64.22,45.76,Healthy,48.86,46.64,Medium
14332,73.09,60.13,Healthy,61.42,45.48,Low
13760,71.68,58.43,Healthy,59.16,43.58,Low
13299,65.22,47.74,Healthy,50.58,37.53,Low
16231,80.44,71.8,VIP,70.33,56.46,Low
16756,77.75,67.45,Healthy,65.92,70.01,Low
13579,83.15,76.49,VIP,74.43,47.73,Low
12801,19.44,29.08,Critical,35.52,32.98,Critical
14080,73.32,60.62,Healthy,60.53,53.28,Low
18277,75.74,64.21,Healthy,63.66,63.21,Low
16777,70.17,56.42,Healthy,57.37,46.08,Low
15652,78.24,67.98,Healthy,66.96,63.21,Low
18118,83.35,76.47,VIP,74.38,67.29,Low
16042,77.85,67.57,Healthy,67.12,55.12,Low
17345,84.37,78.29,VIP,75.36,64.9,Low
17343,82.8,75.73,VIP,73.37,59.64,Low
14524,74.19,61.48,Healthy,61.25,67.41,Low
14935,16.18,22.97,Critical,30.14,32.98,Critical
16205,73.11,60.33,Healthy,60.76,49.61,Low
13803,63.86,45.92,Healthy,48.92,33.25,Medium
15484,24.81,37.3,High Risk,41.37,33.11,Critical
17421,74.95,64.19,Healthy,64.13,43.88,Low
15506,77.11,66.22,Healthy,65.9,53.41,Low
14984,77.15,67.47,Healthy,66.46,56.91,Low
14306,80.64,72.35,VIP,70.73,55.77,Low
16244,70.11,54.64,Healthy,57.82,32.98,Low
14734,71.64,57.51,Healthy,57.74,61.51,Low
13065,84.31,77.52,VIP,74.89,66.13,Low
16531,79.83,70.38,Healthy,68.99,65.38,Low
16391,75.27,63.55,Healthy,63.01,59.35,Low
16725,87.9,83.6,VIP,79.59,73.17,Low
16825,78.08,68.13,Healthy,67.53,48.94,Low
17288,77.57,66.63,Healthy,65.69,71.58,Low
13775,17.26,24.29,Critical,31.23,32.98,Critical
12970,83.1,75.81,VIP,73.11,66.27,Low
17474,17.04,23.67,Critical,30.68,32.98,Critical
14229,75.03,62.7,Healthy,62.24,64.94,Low
13890,81.71,73.97,VIP,72.09,50.02,Low
16991,58.93,37.81,Moderate,43.04,32.98,Medium
17560,75.76,64.84,Healthy,64.1,52.07,Low
13613,70.71,55.94,Healthy,55.95,64.6,Low
14847,67.41,51.55,Healthy,53.76,37.82,Low
14541,76.03,64.57,Healthy,63.25,65.76,Low
13884,83.07,75.6,VIP,73.14,70.09,Low
12486,57.17,35.47,Moderate,40.97,32.98,Medium
13240,86.52,82.03,VIP,78.75,61.62,Low
17974,77.05,66.11,Healthy,65.7,54.94,Low
17438,68.9,54.04,Healthy,54.61,54.77,Low
15149,29.78,45.64,High Risk,47.26,64.66,High
16083,72.65,59.33,Healthy,60.53,51.54,Low
12402,78.93,69.02,Healthy,67.35,63.22,Low
17454,37.97,57.08,High Risk,56.65,70.21,High
12933,81.59,73.73,VIP,71.47,59.91,Low
13417,31.32,47.06,High Risk,48.49,61.76,High
15887,71.41,57.91,Healthy,58.5,45.82,Low
15003,36.92,56.09,High Risk,55.77,71.04,High
17126,79.62,70.25,Healthy,68.76,63.98,Low
12908,76.88,66.67,Healthy,66.14,35.16,Low
17310,70.97,57.38,Healthy,58.79,28.25,Low
17567,75.92,64.82,Healthy,65.3,41.33,Low
14912,74.85,63.07,Healthy,62.46,54.38,Low
13610,81.61,74.22,VIP,71.41,70.69,Low
16568,64.7,46.75,Healthy,49.48,36.41,Medium
14480,72.15,58.6,Healthy,59.07,44.23,Low
18074,75.57,64.11,Healthy,64.66,35.57,Low
18106,35.2,53.84,High Risk,54.01,62.27,High
14631,75.68,63.98,Healthy,63.76,52.99,Low
12905,23.96,35.17,High Risk,39.32,37.45,Critical
15774,74.12,61.9,Healthy,61.05,64.63,Low
16787,75.35,63.93,Healthy,63.18,51.12,Low
13641,30.32,45.34,High Risk,46.55,70.09,High
13333,70.56,56.44,Healthy,57.14,47.92,Low
