DecisionID,Domain,DecisionType,EntityType,Entity,Product,Country,ProductCategory,Warehouse,BusinessImpact,RevenueOpportunity,CostReduction,InventorySavings,RetentionGain,ProfitImprovement,ForecastRisk,InventoryRisk,CustomerRisk,RevenueRisk,SupplierRisk,OperationalRisk,UrgencyScore,Reasoning,SuggestedAction,SourcePhase,SourceArtifact,BusinessRiskScore,RiskLevel,ImpactScore,FinancialImpact,ImplementationCost,ExpectedROI,ModelConfidence,HistoricalAccuracy,BusinessConfidence,RecommendationReliability,Confidence,PriorityScore,PriorityBand,TimeSensitivity
DI-00045,Inventory,Supplier Escalation,Inventory series,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,Targeted,504.01081862020226,58.822855109685776,392.1523673979052,0.0,392.1523673979052,0.0,65.0,0.0,50.0,100.0,61.0,60.5,Supplier lead time and variability are high enough to justify a sourcing review and tighter inbound performance management.,Supplier Review,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,2.338290065830593,1347.14,1040.49,29.47,78.68537442584928,78.68537442584928,94.59299480789967,84.41,84.41,41.53,P3,Monitor
DI-00046,Inventory,Supplier Escalation,Inventory series,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,Targeted,504.01081862020226,58.822855109685776,392.1523673979052,0.0,392.1523673979052,0.0,65.0,0.0,50.0,100.0,61.0,60.5,"Country-level inventory risk is elevated, so increasing demand buffer assumptions can improve resilience for this replenishment lane.",Demand Buffer Optimization,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,2.338290065830593,1347.14,1040.49,29.47,78.68537442584928,78.68537442584928,94.59299480789967,84.41,84.41,41.53,P3,Monitor
DI-00047,Inventory,Supplier Escalation,Inventory series,WORLD WAR 2 GLIDERS ASSTD DESIGNS | United Kingdom | Other,WORLD WAR 2 GLIDERS ASSTD DESIGNS,United Kingdom,Other,WH-UK-01,Targeted,414.72783070808555,38.22224638718422,254.8149759145615,0.0,254.8149759145615,0.0,65.0,0.0,50.0,100.0,61.0,60.5,"Country-level inventory risk is elevated, so increasing demand buffer assumptions can improve resilience for this replenishment lane.",Demand Buffer Optimization,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,1.6707944075799068,962.58,1004.19,-4.14,78.68537442584928,78.68537442584928,94.51289532890958,84.38,84.38,41.29,P3,Monitor
DI-00048,Inventory,Supplier Escalation,Inventory series,WORLD WAR 2 GLIDERS ASSTD DESIGNS | United Kingdom | Other,WORLD WAR 2 GLIDERS ASSTD DESIGNS,United Kingdom,Other,WH-UK-01,Targeted,414.72783070808555,38.22224638718422,254.8149759145615,0.0,254.8149759145615,0.0,65.0,0.0,50.0,100.0,61.0,60.5,Projected stock falls below the reorder point while the recommended replenishment quantity is 57459 units.,Reorder Today,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,1.6707944075799068,962.58,1004.19,-4.14,78.68537442584928,78.68537442584928,94.51289532890958,84.38,84.38,41.29,P3,Monitor
DI-00049,Inventory,Supplier Escalation,Inventory series,WORLD WAR 2 GLIDERS ASSTD DESIGNS | United Kingdom | Other,WORLD WAR 2 GLIDERS ASSTD DESIGNS,United Kingdom,Other,WH-UK-01,Targeted,414.72783070808555,38.22224638718422,254.8149759145615,0.0,254.8149759145615,0.0,65.0,0.0,50.0,100.0,61.0,60.5,Supplier lead time and variability are high enough to justify a sourcing review and tighter inbound performance management.,Supplier Review,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,1.6707944075799068,962.58,1004.19,-4.14,78.68537442584928,78.68537442584928,94.51289532890958,84.38,84.38,41.29,P3,Monitor
DI-00050,Inventory,Warehouse Transfer,Warehouse allocation,WHITE HANGING HEART T-LIGHT HOLDER | United Kingdom | Lighting,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,Lighting,WH-UK-01,Targeted,0.0,241.4791272547982,965.9165090191927,0.0,965.9165090191927,0.0,56.900955360193976,0.0,50.0,0.0,72.0,68.0,Warehouse allocation score is low enough to justify transfer review.,Move available stock to the warehouse-market pair with the highest demand coverage gap.,Phase 4 - Enterprise Inventory Optimization,inventory_metrics.csv,31.3,Low,3.7723178012937515,2173.31,815.11,166.63,78.68537442584928,78.68537442584928,98.48867813615526,85.81,85.81,41.27,P3,Monitor
DI-00051,Inventory,Reduce Overstock,Inventory series,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,Targeted,3177.6900796887103,244.86907870356808,408.1151311726135,0.0,408.1151311726135,0.0,58.50576725868083,0.0,50.0,61.79863093341662,57.1034603552085,56.92817199227446,"Country-level inventory risk is elevated, so increasing demand buffer assumptions can improve resilience for this replenishment lane.",Demand Buffer Optimization,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,36.07,Low,7.357461661645768,4238.79,1039.98,307.58,78.68537442584928,78.68537442584928,96.47611259862495,85.09,85.09,41.26,P3,Monitor
DI-00052,Churn,Retain High Value Customer,Customer,14028,,United Kingdom,,,Targeted,0.0,0.0,0.0,3462.4017996646567,869.8360000000001,0.0,0.0,75.81947685518072,22.465606998819137,0.0,35.0,57.14562240545417,Customer has elevated churn probability and meaningful lifetime value at risk.,High Priority Follow-up,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,21.89,Low,7.519664308924208,4332.24,1026.84,321.9,100.0,100.0,100.0,100.0,100.0,41.24,P3,Monitor
DI-00053,Inventory,Warehouse Transfer,Warehouse allocation,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,Targeted,0.0,152.9387195142734,611.7548780570936,0.0,611.7548780570936,0.0,65.0,0.0,50.0,0.0,72.0,68.0,Warehouse allocation score is low enough to justify transfer review.,Move available stock to the warehouse-market pair with the highest demand coverage gap.,Phase 4 - Enterprise Inventory Optimization,inventory_metrics.csv,33.24,Low,2.3891648967325056,1376.45,775.62,77.46,78.68537442584928,78.68537442584928,97.7794997876079,85.56,85.56,41.21,P3,Monitor
DI-00054,Inventory,Supplier Escalation,Inventory series,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,Targeted,3177.6900796887103,61.21726967589202,408.1151311726135,0.0,408.1151311726135,0.0,58.50576725868083,0.0,50.0,61.79863093341662,57.1034603552085,56.92817199227446,Supplier lead time and variability are high enough to justify a sourcing review and tighter inbound performance management.,Supplier Review,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,36.07,Low,7.038688773942865,4055.14,1209.84,235.18,78.68537442584928,78.68537442584928,96.4378598521006,85.08,85.08,41.15,P3,Monitor
DI-00055,Inventory,Supplier Escalation,Inventory series,WORLD WAR 2 GLIDERS ASSTD DESIGNS | United Kingdom | Other,WORLD WAR 2 GLIDERS ASSTD DESIGNS,United Kingdom,Other,WH-UK-01,Targeted,189.09616057237122,35.963921712609825,239.7594780840655,0.0,239.7594780840655,0.0,65.0,0.0,50.0,100.0,61.0,60.5,Supplier lead time and variability are high enough to justify a sourcing review and tighter inbound performance management.,Supplier Review,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,1.222970227692053,704.58,979.84,-28.09,78.68537442584928,78.68537442584928,94.45915642732304,84.36,84.36,41.14,P3,Monitor
DI-00056,Inventory,Supplier Escalation,Inventory series,WORLD WAR 2 GLIDERS ASSTD DESIGNS | United Kingdom | Other,WORLD WAR 2 GLIDERS ASSTD DESIGNS,United Kingdom,Other,WH-UK-01,Targeted,189.09616057237122,35.963921712609825,239.7594780840655,0.0,239.7594780840655,0.0,65.0,0.0,50.0,100.0,61.0,60.5,"Country-level inventory risk is elevated, so increasing demand buffer assumptions can improve resilience for this replenishment lane.",Demand Buffer Optimization,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,1.222970227692053,704.58,979.84,-28.09,78.68537442584928,78.68537442584928,94.45915642732304,84.36,84.36,41.14,P3,Monitor
DI-00057,Inventory,Supplier Escalation,Inventory series,WORLD WAR 2 GLIDERS ASSTD DESIGNS | United Kingdom | Other,WORLD WAR 2 GLIDERS ASSTD DESIGNS,United Kingdom,Other,WH-UK-01,Targeted,189.09616057237122,35.963921712609825,239.7594780840655,0.0,239.7594780840655,0.0,65.0,0.0,50.0,100.0,61.0,60.5,Projected stock falls below the reorder point while the recommended replenishment quantity is 57459 units.,Reorder Today,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,1.222970227692053,704.58,979.84,-28.09,78.68537442584928,78.68537442584928,94.45915642732304,84.36,84.36,41.14,P3,Monitor
DI-00058,Inventory,Warehouse Transfer,Warehouse allocation,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,Targeted,0.0,196.87037584459785,787.4815033783914,0.0,787.4815033783914,0.0,58.50576725868083,0.0,50.0,0.0,72.0,68.0,Warehouse allocation score is low enough to justify transfer review.,Move available stock to the warehouse-market pair with the highest demand coverage gap.,Phase 4 - Enterprise Inventory Optimization,inventory_metrics.csv,31.68,Low,3.075452656255247,1771.83,787.75,124.92,78.68537442584928,78.68537442584928,98.29865431875062,85.75,85.75,41.11,P3,Monitor
DI-00059,Inventory,Supplier Escalation,Inventory series,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,Targeted,223.0580124751748,28.0332982627017,186.888655084678,0.0,186.888655084678,0.0,65.0,0.0,50.0,100.0,61.0,60.5,"Country-level inventory risk is elevated, so increasing demand buffer assumptions can improve resilience for this replenishment lane.",Demand Buffer Optimization,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,1.084613191539607,624.87,972.31,-35.73,78.68537442584928,78.68537442584928,94.44255358298474,84.36,84.36,41.09,P3,Monitor
DI-00060,Inventory,Supplier Escalation,Inventory series,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,Targeted,223.0580124751748,28.0332982627017,186.888655084678,0.0,186.888655084678,0.0,65.0,0.0,50.0,100.0,61.0,60.5,Projected stock falls below the reorder point while the recommended replenishment quantity is 41033 units.,Reorder Today,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,1.084613191539607,624.87,972.31,-35.73,78.68537442584928,78.68537442584928,94.44255358298474,84.36,84.36,41.09,P3,Monitor
DI-00061,Inventory,Supplier Escalation,Inventory series,WORLD WAR 2 GLIDERS ASSTD DESIGNS | United Kingdom | Other,WORLD WAR 2 GLIDERS ASSTD DESIGNS,United Kingdom,Other,WH-UK-01,Targeted,121.20609271186527,34.83031286012706,232.2020857341804,0.0,232.2020857341804,0.0,65.0,0.0,50.0,100.0,61.0,60.5,Supplier lead time and variability are high enough to justify a sourcing review and tighter inbound performance management.,Supplier Review,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,1.0769272322354566,620.44,971.9,-36.16,78.68537442584928,78.68537442584928,94.44163126786825,84.36,84.36,41.09,P3,Monitor
DI-00062,Inventory,Supplier Escalation,Inventory series,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,Targeted,223.0580124751748,28.0332982627017,186.888655084678,0.0,186.888655084678,0.0,65.0,0.0,50.0,100.0,61.0,60.5,Supplier lead time and variability are high enough to justify a sourcing review and tighter inbound performance management.,Supplier Review,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,1.084613191539607,624.87,972.31,-35.73,78.68537442584928,78.68537442584928,94.44255358298474,84.36,84.36,41.09,P3,Monitor
DI-00063,Inventory,Supplier Escalation,Inventory series,WORLD WAR 2 GLIDERS ASSTD DESIGNS | United Kingdom | Other,WORLD WAR 2 GLIDERS ASSTD DESIGNS,United Kingdom,Other,WH-UK-01,Targeted,121.20609271186527,34.83031286012706,232.2020857341804,0.0,232.2020857341804,0.0,65.0,0.0,50.0,100.0,61.0,60.5,Projected stock falls below the reorder point while the recommended replenishment quantity is 57459 units.,Reorder Today,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,1.0769272322354566,620.44,971.9,-36.16,78.68537442584928,78.68537442584928,94.44163126786825,84.36,84.36,41.09,P3,Monitor
DI-00064,Inventory,Supplier Escalation,Inventory series,WORLD WAR 2 GLIDERS ASSTD DESIGNS | United Kingdom | Other,WORLD WAR 2 GLIDERS ASSTD DESIGNS,United Kingdom,Other,WH-UK-01,Targeted,121.20609271186527,34.83031286012706,232.2020857341804,0.0,232.2020857341804,0.0,65.0,0.0,50.0,100.0,61.0,60.5,"Country-level inventory risk is elevated, so increasing demand buffer assumptions can improve resilience for this replenishment lane.",Demand Buffer Optimization,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,1.0769272322354566,620.44,971.9,-36.16,78.68537442584928,78.68537442584928,94.44163126786825,84.36,84.36,41.09,P3,Monitor
DI-00065,Inventory,Warehouse Transfer,Warehouse allocation,WORLD WAR 2 GLIDERS ASSTD DESIGNS | United Kingdom | Other,WORLD WAR 2 GLIDERS ASSTD DESIGNS,United Kingdom,Other,WH-UK-01,Targeted,0.0,126.65987737217011,506.63950948868046,0.0,506.63950948868046,0.0,65.0,0.0,50.0,0.0,72.0,68.0,Warehouse allocation score is low enough to justify transfer review.,Move available stock to the warehouse-market pair with the highest demand coverage gap.,Phase 4 - Enterprise Inventory Optimization,inventory_metrics.csv,33.24,Low,1.9786443472464843,1139.94,756.7,50.65,78.68537442584928,78.68537442584928,97.73023732166958,85.54,85.54,41.07,P3,Monitor
DI-00066,Inventory,Reduce Overstock,Inventory series,WHITE HANGING HEART T-LIGHT HOLDER | United Kingdom | Lighting,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,Lighting,WH-UK-01,Targeted,3361.7147804918363,310.6481680457356,517.7469467428926,0.0,517.7469467428926,0.0,56.900955360193976,0.0,50.0,52.35856094231748,56.14057321611639,56.04552544810669,"Country-level inventory risk is elevated, so increasing demand buffer assumptions can improve resilience for this replenishment lane.",Demand Buffer Optimization,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,34.63,Low,8.171643548566973,4707.86,1059.5,344.35,78.68537442584928,78.68537442584928,96.88874977063871,85.24,85.24,41.05,P3,Monitor
DI-00067,Inventory,Supplier Escalation,Inventory series,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,Targeted,142.46370707008222,27.500214014734173,183.33476009822783,0.0,183.33476009822783,0.0,65.0,0.0,50.0,100.0,61.0,60.5,Projected stock falls below the reorder point while the recommended replenishment quantity is 41033 units.,Reorder Today,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,0.9314593339475307,536.63,963.98,-44.33,78.68537442584928,78.68537442584928,94.4241751200737,84.35,84.35,41.03,P3,Monitor
DI-00068,Inventory,Supplier Escalation,Inventory series,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,Targeted,142.46370707008222,27.500214014734173,183.33476009822783,0.0,183.33476009822783,0.0,65.0,0.0,50.0,100.0,61.0,60.5,Supplier lead time and variability are high enough to justify a sourcing review and tighter inbound performance management.,Supplier Review,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,0.9314593339475307,536.63,963.98,-44.33,78.68537442584928,78.68537442584928,94.4241751200737,84.35,84.35,41.03,P3,Monitor
DI-00069,Inventory,Supplier Escalation,Inventory series,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,Targeted,142.46370707008222,27.500214014734173,183.33476009822783,0.0,183.33476009822783,0.0,65.0,0.0,50.0,100.0,61.0,60.5,"Country-level inventory risk is elevated, so increasing demand buffer assumptions can improve resilience for this replenishment lane.",Demand Buffer Optimization,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,0.9314593339475307,536.63,963.98,-44.33,78.68537442584928,78.68537442584928,94.4241751200737,84.35,84.35,41.03,P3,Monitor
DI-00070,Inventory,Supplier Escalation,Inventory series,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,Targeted,68.0429765461686,26.789212416024874,178.59474944016583,0.0,178.59474944016583,0.0,65.0,0.0,50.0,100.0,61.0,60.5,Supplier lead time and variability are high enough to justify a sourcing review and tighter inbound performance management.,Supplier Review,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,0.7845948237634195,452.02,955.99,-52.72,78.68537442584928,78.68537442584928,94.4065513788516,84.34,84.34,40.98,P3,Monitor
DI-00071,Inventory,Supplier Escalation,Inventory series,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,Targeted,68.0429765461686,26.789212416024874,178.59474944016583,0.0,178.59474944016583,0.0,65.0,0.0,50.0,100.0,61.0,60.5,"Country-level inventory risk is elevated, so increasing demand buffer assumptions can improve resilience for this replenishment lane.",Demand Buffer Optimization,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,0.7845948237634195,452.02,955.99,-52.72,78.68537442584928,78.68537442584928,94.4065513788516,84.34,84.34,40.98,P3,Monitor
DI-00072,Inventory,Supplier Escalation,Inventory series,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,Targeted,68.0429765461686,26.789212416024874,178.59474944016583,0.0,178.59474944016583,0.0,65.0,0.0,50.0,100.0,61.0,60.5,Projected stock falls below the reorder point while the recommended replenishment quantity is 40179 units.,Reorder Today,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,41.92,Low,0.7845948237634195,452.02,955.99,-52.72,78.68537442584928,78.68537442584928,94.4065513788516,84.34,84.34,40.98,P3,Monitor
DI-00073,Inventory,Warehouse Transfer,Warehouse allocation,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,Targeted,0.0,98.0380918494763,392.1523673979052,0.0,392.1523673979052,0.0,65.0,0.0,50.0,0.0,72.0,68.0,Warehouse allocation score is low enough to justify transfer review.,Move available stock to the warehouse-market pair with the highest demand coverage gap.,Phase 4 - Enterprise Inventory Optimization,inventory_metrics.csv,33.24,Low,1.5315230069488448,882.34,736.09,19.87,78.68537442584928,78.68537442584928,97.67658276083387,85.52,85.52,40.91,P3,Monitor
DI-00074,Churn,Retain High Value Customer,Customer,17133,,United Kingdom,,,Targeted,0.0,0.0,0.0,3516.6710262477795,936.98,0.0,0.0,71.48947685518073,24.702851400376915,0.0,35.0,55.11415794599939,Customer has elevated churn probability and meaningful lifetime value at risk.,Send Email Campaign,Phase 5 - Enterprise Customer Churn Intelligence,customer_churn_predictions.csv,21.51,Low,7.73040682786883,4453.65,1032.7,331.26,100.0,100.0,100.0,100.0,100.0,40.81,P3,Monitor
DI-00075,Inventory,Warehouse Transfer,Warehouse allocation,WORLD WAR 2 GLIDERS ASSTD DESIGNS | United Kingdom | Other,WORLD WAR 2 GLIDERS ASSTD DESIGNS,United Kingdom,Other,WH-UK-01,Targeted,0.0,63.703743978640375,254.8149759145615,0.0,254.8149759145615,0.0,65.0,0.0,50.0,0.0,72.0,68.0,Warehouse allocation score is low enough to justify transfer review.,Move available stock to the warehouse-market pair with the highest demand coverage gap.,Phase 4 - Enterprise Inventory Optimization,inventory_metrics.csv,33.24,Low,0.9951616528997943,573.33,711.37,-19.4,78.68537442584928,78.68537442584928,97.61221939834797,85.5,85.5,40.73,P3,Monitor
DI-00076,Inventory,Warehouse Transfer,Warehouse allocation,WHITE HANGING HEART T-LIGHT HOLDER | United Kingdom | Lighting,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,Lighting,WH-UK-01,Targeted,0.0,129.43673668572316,517.7469467428926,0.0,517.7469467428926,0.0,56.900955360193976,0.0,50.0,0.0,72.0,68.0,Warehouse allocation score is low enough to justify transfer review.,Move available stock to the warehouse-market pair with the highest demand coverage gap.,Phase 4 - Enterprise Inventory Optimization,inventory_metrics.csv,31.3,Low,2.022023648552106,1164.93,734.44,58.61,78.68537442584928,78.68537442584928,98.27864283782625,85.74,85.74,40.66,P3,Monitor
DI-00077,Inventory,Warehouse Transfer,Warehouse allocation,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,Targeted,0.0,45.83369002455696,183.33476009822783,0.0,183.33476009822783,0.0,65.0,0.0,50.0,0.0,72.0,68.0,Warehouse allocation score is low enough to justify transfer review.,Move available stock to the warehouse-market pair with the highest demand coverage gap.,Phase 4 - Enterprise Inventory Optimization,inventory_metrics.csv,33.24,Low,0.7160007854268098,412.5,698.5,-40.94,78.68537442584928,78.68537442584928,97.57872009425122,85.49,85.49,40.63,P3,Monitor
DI-00078,Inventory,Warehouse Transfer,Warehouse allocation,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,WH-UK-01,Targeted,0.0,46.7221637711695,186.888655084678,0.0,186.888655084678,0.0,65.0,0.0,50.0,0.0,72.0,68.0,Warehouse allocation score is low enough to justify transfer review.,Move available stock to the warehouse-market pair with the highest demand coverage gap.,Phase 4 - Enterprise Inventory Optimization,inventory_metrics.csv,33.24,Low,0.7298802679660694,420.5,699.14,-39.85,78.68537442584928,78.68537442584928,97.58038563215594,85.49,85.49,40.63,P3,Monitor
DI-00079,Inventory,Warehouse Transfer,Warehouse allocation,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,Targeted,0.0,102.02878279315337,408.1151311726135,0.0,408.1151311726135,0.0,58.50576725868083,0.0,50.0,0.0,72.0,68.0,Warehouse allocation score is low enough to justify transfer review.,Move available stock to the warehouse-market pair with the highest demand coverage gap.,Phase 4 - Enterprise Inventory Optimization,inventory_metrics.csv,31.68,Low,1.5938644385145233,918.26,719.46,27.63,78.68537442584928,78.68537442584928,98.12086373262174,85.68,85.68,40.59,P3,Monitor
DI-00080,Forecasting,Increase Inventory,Revenue,Global Revenue,ALL,ALL,ALL,,Targeted,230.8112104243227,0.0,0.0,0.0,96.17133767680113,100.0,55.00000000000001,0.0,100.0,0.0,55.0,96.83330200735854,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,55.8,Medium,0.5675586406608245,326.98,973.66,-66.42,0.0,0.0,94.12743723761515,33.89,33.89,40.41,P3,Monitor
DI-00081,Forecasting,Increase Inventory,Country,United Kingdom,ALL,United Kingdom,ALL,,Targeted,230.8112104243227,0.0,0.0,0.0,96.17133767680113,100.0,55.00000000000001,0.0,100.0,0.0,55.0,96.83330200735854,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,55.8,Medium,0.5675586406608245,326.98,973.66,-66.42,0.0,0.0,94.12743723761515,33.89,33.89,40.41,P3,Monitor
DI-00082,Forecasting,Increase Inventory,Revenue,Global Revenue,ALL,ALL,ALL,,Targeted,229.2732435389732,0.0,0.0,0.0,95.53051814123884,100.0,54.63351789309231,0.0,99.33366889653146,0.0,55.0,96.47368543892907,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,55.59,Medium,0.5637768209076781,324.8,970.86,-66.55,0.0,0.0,94.14982176240183,33.89,33.89,40.28,P3,Monitor
DI-00083,Forecasting,Increase Inventory,Country,United Kingdom,ALL,United Kingdom,ALL,,Targeted,229.2732435389732,0.0,0.0,0.0,95.53051814123884,100.0,54.63351789309231,0.0,99.33366889653146,0.0,55.0,96.47368543892907,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,55.59,Medium,0.5637768209076781,324.8,970.86,-66.55,0.0,0.0,94.14982176240183,33.89,33.89,40.28,P3,Monitor
DI-00084,Forecasting,Increase Inventory,Revenue,Global Revenue,ALL,ALL,ALL,,Targeted,227.73527665362383,0.0,0.0,0.0,94.8896986056766,100.0,54.26703578618463,0.0,98.66733779306296,0.0,55.0,96.1158666763244,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,55.38,Medium,0.5599950011545322,322.62,968.06,-66.67,0.0,0.0,94.17238606777099,33.9,33.9,40.16,P3,Monitor
DI-00085,Forecasting,Increase Inventory,Country,United Kingdom,ALL,United Kingdom,ALL,,Targeted,227.73527665362383,0.0,0.0,0.0,94.8896986056766,100.0,54.26703578618463,0.0,98.66733779306296,0.0,55.0,96.1158666763244,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,55.38,Medium,0.5599950011545322,322.62,968.06,-66.67,0.0,0.0,94.17238606777099,33.9,33.9,40.16,P3,Monitor
DI-00086,Forecasting,Increase Inventory,Revenue,Global Revenue,ALL,ALL,ALL,,Targeted,226.1973097682744,0.0,0.0,0.0,94.24887907011436,100.0,53.90055367927696,0.0,98.00100668959446,0.0,55.0,95.75988637737603,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,55.18,Medium,0.556213181401386,320.45,965.39,-66.81,0.0,0.0,94.19233421950577,33.91,33.91,40.04,P3,Monitor
DI-00087,Forecasting,Increase Inventory,Country,United Kingdom,ALL,United Kingdom,ALL,,Targeted,226.1973097682744,0.0,0.0,0.0,94.24887907011436,100.0,53.90055367927696,0.0,98.00100668959446,0.0,55.0,95.75988637737603,Forecasted demand and revenue justify proactive commercial and inventory action.,"Align inventory, pricing, and promotion planning to capture forecasted demand.",Phase 3 - Enterprise Demand Forecasting,future_predictions.csv,55.18,Medium,0.556213181401386,320.45,965.39,-66.81,0.0,0.0,94.19233421950577,33.91,33.91,40.04,P3,Monitor
DI-00088,Inventory,Reduce Overstock,Inventory series,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,Targeted,1409.0859436945382,162.31489593971975,270.5248265661996,0.0,270.5248265661996,0.0,58.50576725868083,0.0,50.0,61.79863093341662,57.1034603552085,56.92817199227446,"Country-level inventory risk is elevated, so increasing demand buffer assumptions can improve resilience for this replenishment lane.",Demand Buffer Optimization,Phase 4 - Enterprise Inventory Optimization,inventory_recommendations.csv,36.07,Low,3.6666774330939047,2112.45,869.87,142.85,78.68537442584928,78.68537442584928,96.03321849119872,84.93,84.93,39.97,P3,Monitor
